agency,year,1,2,3,4
EUROPOL,2017,0.02185792349726776,0.9453551912568307,0.01639344262295082,0.01639344262295082
EUROPOL,2018,0.03015075376884422,0.9246231155778895,0.020100502512562814,0.02512562814070352
EUROPOL,2019,0.051643192488262914,0.9014084507042254,0.009389671361502348,0.03755868544600939
EUROPOL,2020,0.05699481865284974,0.9067357512953368,0.0051813471502590676,0.031088082901554404
FRA,2007,0.0,1.0,0.0,0.0
FRA,2008,0.0,0.6666666666666666,0.0,0.3333333333333333
FRA,2009,0.375,0.5,0.125,0.0
FRA,2010,0.06896551724137931,0.6551724137931034,0.034482758620689655,0.2413793103448276
FRA,2011,0.07692307692307693,0.9230769230769231,0.0,0.0
FRA,2012,0.16666666666666666,0.75,0.08333333333333333,0.0
FRA,2013,0.15384615384615385,0.5384615384615384,0.23076923076923078,0.07692307692307693
FRA,2014,0.0625,0.625,0.0625,0.25
FRA,2015,0.13333333333333333,0.4666666666666667,0.06666666666666667,0.3333333333333333
FRA,2016,0.09322033898305085,0.7203389830508474,0.13559322033898305,0.05084745762711865
FRA,2017,0.0481283422459893,0.7700534759358288,0.12299465240641712,0.058823529411764705
FRA,2018,0.03571428571428571,0.762987012987013,0.14935064935064934,0.05194805194805195
FRA,2019,0.06493506493506493,0.7229437229437229,0.11688311688311688,0.09523809523809523
FRA,2020,0.11386138613861387,0.7227722772277227,0.13861386138613863,0.024752475247524754
FRONTEX,2006,0.0,1.0,0.0,0.0
FRONTEX,2007,0.0,0.9090909090909091,0.09090909090909091,0.0
FRONTEX,2008,0.0,1.0,0.0,0.0
FRONTEX,2009,0.0,1.0,0.0,0.0
FRONTEX,2010,0.16,0.84,0.0,0.0
FRONTEX,2011,0.1935483870967742,0.8064516129032258,0.0,0.0
FRONTEX,2012,0.08333333333333333,0.625,0.2916666666666667,0.0
FRONTEX,2013,0.09523809523809523,0.6190476190476191,0.2857142857142857,0.0
FRONTEX,2014,0.2777777777777778,0.5555555555555556,0.16666666666666666,0.0
FRONTEX,2015,0.11904761904761904,0.8214285714285714,0.05952380952380952,0.0
FRONTEX,2016,0.2222222222222222,0.7222222222222222,0.05555555555555555,0.0
FRONTEX,2017,0.2028985507246377,0.7246376811594203,0.07246376811594203,0.0
FRONTEX,2018,0.3902439024390244,0.5853658536585366,0.024390243902439025,0.0
FRONTEX,2019,0.24193548387096775,0.6451612903225806,0.04838709677419355,0.06451612903225806
FRONTEX,2020,0.21666666666666667,0.6833333333333333,0.1,0.0
OSHA,2019,0.0,1.0,0.0,0.0
SRB,2015,0.0,0.8571428571428571,0.14285714285714285,0.0
SRB,2016,0.0,0.5,0.5,0.0
SRB,2017,0.0,0.696969696969697,0.30303030303030304,0.0
SRB,2018,0.0,0.7972972972972973,0.20270270270270271,0.0
SRB,2019,0.027777777777777776,0.625,0.3333333333333333,0.013888888888888888
SRB,2020,0.0,0.9090909090909091,0.09090909090909091,0.0
